student_id,campus,class_year,course_name,training_format,pre_test_score,post_test_score,completion_status,completion_time_days,satisfaction_score,assessment_attempts,training_hours,enrollment_date,completion_date
60563,Lakeside Medical Center,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,70.7,,Dropped,,1.7,3,1.5,2025-05-16,
60563,Lakeside Medical Center,M1,Trauma-Informed Care & Communication,Digital Workbook,47.4,59.5,Completed,3,3.7,2,4.1,2025-10-01,2025-10-04
60563,Lakeside Medical Center,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,61.7,77.4,Completed,3,4.1,1,1.2,2025-05-20,2025-05-23
60563,Lakeside Medical Center,M1,Empathic Communication Quick Course,Gamified Microlearning,66.6,91.8,Completed,5,5.0,1,1.5,2025-11-11,2025-11-16
60563,Lakeside Medical Center,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,45.9,62.6,Completed,19,3.6,1,4.2,2025-05-04,2025-05-23
60563,Lakeside Medical Center,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,48.9,61.7,Completed,11,3.5,2,2.7,2025-07-30,2025-08-10
60564,Lakeside Medical Center,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,60.2,,Dropped,,1.8,2,0.8,2025-10-19,
60564,Lakeside Medical Center,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,60.6,,In Progress,,2.5,2,2.7,2025-06-14,
60564,Lakeside Medical Center,M1,Trauma-Informed Care & Communication,Digital Workbook,47.5,,Dropped,,1.8,1,1.4,2025-01-17,
60564,Lakeside Medical Center,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,64.2,,In Progress,,3.8,1,0.5,2025-02-21,
60564,Lakeside Medical Center,M1,Empathic Communication Quick Course,Gamified Microlearning,65.4,84.0,Completed,8,4.0,3,1.7,2025-04-25,2025-05-03
60564,Lakeside Medical Center,M1,Motivational Interviewing Workshop,Blended,50.2,62.4,Completed,6,3.5,1,3.0,2025-03-18,2025-03-24
60564,Lakeside Medical Center,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,60.3,77.1,Completed,7,3.0,1,3.0,2025-11-02,2025-11-09
60565,Meridian Main Campus,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,54.8,55.8,Completed,23,2.8,2,7.7,2025-05-30,2025-06-22
60565,Meridian Main Campus,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,68.2,74.7,Completed,24,3.0,1,6.1,2025-11-16,2025-12-10
60565,Meridian Main Campus,M2,Trauma-Informed Care & Communication,Digital Workbook,61.5,70.7,Completed,17,3.7,2,5.7,2025-03-03,2025-03-20
60565,Meridian Main Campus,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,54.3,76.4,Completed,1,4.8,1,0.9,2025-01-22,2025-01-23
60565,Meridian Main Campus,M2,Empathic Communication Quick Course,Gamified Microlearning,67.0,87.5,Completed,7,3.9,1,1.5,2025-10-12,2025-10-19
60565,Meridian Main Campus,M2,Peer Mentorship & Clinical Team Communication,Blended,66.7,89.9,Completed,15,4.3,2,6.2,2025-04-03,2025-04-18
60566,University Health Partners,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,71.6,,Dropped,,2.1,1,1.6,2025-03-12,
60566,University Health Partners,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,59.2,71.5,Completed,24,3.1,2,6.1,2025-04-19,2025-05-13
60566,University Health Partners,M1,Trauma-Informed Care & Communication,Digital Workbook,70.3,,Not Started,,,0,0.0,2025-09-01,
60566,University Health Partners,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,67.4,92.2,Completed,2,4.5,1,1.1,2025-10-14,2025-10-16
60566,University Health Partners,M1,Empathic Communication Quick Course,Gamified Microlearning,67.5,81.0,Completed,4,4.3,2,1.9,2025-04-28,2025-05-02
60566,University Health Partners,M1,Motivational Interviewing Workshop,Blended,57.5,67.2,Completed,5,3.9,2,2.5,2025-04-11,2025-04-16
60566,University Health Partners,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,70.9,90.0,Completed,8,4.0,2,2.7,2025-05-22,2025-05-30
60566,University Health Partners,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,71.0,91.4,Completed,10,3.5,2,3.8,2025-05-17,2025-05-27
60567,Riverside Teaching Hospital,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,80.2,85.5,Completed,16,3.2,1,7.2,2025-08-28,2025-09-13
60567,Riverside Teaching Hospital,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,67.4,,Dropped,,1.5,2,0.5,2025-04-30,
60567,Riverside Teaching Hospital,M4,Trauma-Informed Care & Communication,Digital Workbook,89.0,100.0,Completed,13,2.9,1,4.3,2025-06-08,2025-06-21
60567,Riverside Teaching Hospital,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,69.5,92.9,Completed,4,4.7,1,1.1,2025-09-29,2025-10-03
60567,Riverside Teaching Hospital,M4,Empathic Communication Quick Course,Gamified Microlearning,68.2,90.6,Completed,4,5.0,2,1.4,2025-04-21,2025-04-25
60567,Riverside Teaching Hospital,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,80.5,93.4,Completed,14,3.9,2,2.6,2025-06-14,2025-06-28
60567,Riverside Teaching Hospital,M4,Motivational Interviewing Workshop,Blended,74.1,100.0,Completed,6,4.8,1,3.2,2025-03-22,2025-03-28
60568,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,47.2,58.8,Completed,17,3.8,1,5.5,2025-02-17,2025-03-06
60568,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,59.4,,Not Started,,,0,0.0,2025-05-14,
60568,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,71.0,82.5,Completed,17,3.2,2,4.9,2025-03-14,2025-03-31
60568,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,70.0,97.0,Completed,5,4.9,1,1.3,2025-11-08,2025-11-13
60568,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,60.6,82.7,Completed,4,4.4,1,1.7,2025-07-06,2025-07-10
60568,Lakeside Medical Center,M3,Motivational Interviewing Workshop,Blended,66.4,80.8,Completed,11,4.7,1,2.5,2025-04-24,2025-05-05
60569,Community Health Institute,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,65.2,,In Progress,,2.1,1,2.1,2025-08-04,
60569,Community Health Institute,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,70.2,,Dropped,,2.2,2,1.8,2025-07-01,
60569,Community Health Institute,M4,Trauma-Informed Care & Communication,Digital Workbook,67.9,92.5,Completed,12,3.2,2,4.6,2025-08-07,2025-08-19
60569,Community Health Institute,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,79.2,,Not Started,,,0,0.0,2025-01-30,
60569,Community Health Institute,M4,Empathic Communication Quick Course,Gamified Microlearning,80.8,100.0,Completed,5,4.0,1,1.3,2025-07-31,2025-08-05
60569,Community Health Institute,M4,Motivational Interviewing Workshop,Blended,95.0,100.0,Completed,1,4.3,1,3.0,2025-07-12,2025-07-13
60569,Community Health Institute,M4,Peer Mentorship & Clinical Team Communication,Blended,82.9,100.0,Completed,14,4.7,1,5.5,2025-03-06,2025-03-20
60570,University Health Partners,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,62.5,,In Progress,,2.5,1,1.7,2025-03-12,
60570,University Health Partners,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,43.2,41.5,Completed,30,2.9,2,5.8,2025-07-15,2025-08-14
60570,University Health Partners,M4,Trauma-Informed Care & Communication,Digital Workbook,51.5,,In Progress,,2.3,2,2.6,2025-10-18,
60570,University Health Partners,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,51.4,64.8,Completed,2,4.5,2,1.0,2025-03-17,2025-03-19
60570,University Health Partners,M4,Empathic Communication Quick Course,Gamified Microlearning,69.3,88.3,Completed,2,4.4,1,1.7,2025-02-02,2025-02-04
60570,University Health Partners,M4,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,44.1,53.8,Completed,4,3.9,2,2.7,2025-10-27,2025-10-31
60570,University Health Partners,M4,Motivational Interviewing Workshop,Blended,50.5,65.8,Completed,5,4.2,3,2.6,2025-08-28,2025-09-02
60570,University Health Partners,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,61.3,72.2,Completed,10,3.7,1,2.7,2025-10-01,2025-10-11
60571,Meridian Main Campus,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,48.0,,In Progress,,2.9,2,2.0,2025-05-18,
60571,Meridian Main Campus,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,62.6,71.5,Completed,25,2.5,2,5.0,2025-10-02,2025-10-27
60571,Meridian Main Campus,M1,Trauma-Informed Care & Communication,Digital Workbook,39.9,,Dropped,,1.9,2,0.5,2025-07-31,
60571,Meridian Main Campus,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,62.5,76.6,Completed,4,4.8,1,1.2,2025-10-03,2025-10-07
60571,Meridian Main Campus,M1,Empathic Communication Quick Course,Gamified Microlearning,42.0,50.7,Completed,4,4.0,2,1.8,2025-09-15,2025-09-19
60571,Meridian Main Campus,M1,Peer Mentorship & Clinical Team Communication,Blended,72.0,84.5,Completed,14,4.0,2,7.4,2025-04-18,2025-05-02
60572,Riverside Teaching Hospital,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,50.6,,In Progress,,2.8,2,3.8,2025-08-06,
60572,Riverside Teaching Hospital,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,67.7,71.8,Completed,19,3.5,1,5.8,2025-11-15,2025-12-04
60572,Riverside Teaching Hospital,M1,Trauma-Informed Care & Communication,Digital Workbook,73.6,79.7,Completed,15,3.1,2,4.8,2025-01-07,2025-01-22
60572,Riverside Teaching Hospital,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,63.8,76.3,Completed,2,4.5,1,0.9,2025-08-10,2025-08-12
60572,Riverside Teaching Hospital,M1,Empathic Communication Quick Course,Gamified Microlearning,51.7,69.0,Completed,4,5.0,1,1.9,2025-10-30,2025-11-03
60572,Riverside Teaching Hospital,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,58.3,75.9,Completed,6,3.5,1,3.1,2025-03-03,2025-03-09
60573,Meridian Main Campus,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,52.1,65.5,Completed,27,3.2,1,6.8,2025-03-28,2025-04-24
60573,Meridian Main Campus,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,58.6,61.3,Completed,15,3.7,2,5.1,2025-05-22,2025-06-06
60573,Meridian Main Campus,M1,Trauma-Informed Care & Communication,Digital Workbook,67.2,73.5,Completed,14,3.1,2,4.9,2025-04-24,2025-05-08
60573,Meridian Main Campus,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,70.4,92.8,Completed,1,4.5,1,1.2,2025-01-31,2025-02-01
60573,Meridian Main Campus,M1,Empathic Communication Quick Course,Gamified Microlearning,45.9,56.8,Completed,5,5.0,2,1.8,2025-02-19,2025-02-24
60573,Meridian Main Campus,M1,Motivational Interviewing Workshop,Blended,40.6,54.1,Completed,14,4.2,2,2.8,2025-01-11,2025-01-25
60573,Meridian Main Campus,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,54.7,71.9,Completed,15,3.7,1,4.0,2025-03-07,2025-03-22
60574,Lakeside Medical Center,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,60.3,72.2,Completed,15,3.3,2,5.3,2025-08-04,2025-08-19
60574,Lakeside Medical Center,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,45.9,51.9,Completed,18,3.4,3,4.7,2025-03-15,2025-04-02
60574,Lakeside Medical Center,M4,Trauma-Informed Care & Communication,Digital Workbook,55.2,66.3,Completed,12,3.9,1,4.4,2025-03-15,2025-03-27
60574,Lakeside Medical Center,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,81.1,95.1,Completed,1,4.9,2,1.1,2025-03-21,2025-03-22
60574,Lakeside Medical Center,M4,Empathic Communication Quick Course,Gamified Microlearning,75.4,94.5,Completed,5,4.5,2,1.4,2025-06-10,2025-06-15
60574,Lakeside Medical Center,M4,Motivational Interviewing Workshop,Blended,56.3,75.3,Completed,9,3.3,1,3.0,2025-01-24,2025-02-02
60574,Lakeside Medical Center,M4,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,57.7,74.5,Completed,8,3.9,1,3.0,2025-03-02,2025-03-10
60574,Lakeside Medical Center,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,72.6,82.2,Completed,15,3.5,2,3.0,2025-01-31,2025-02-15
60575,University Health Partners,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,41.6,45.5,Completed,18,2.8,1,5.5,2025-05-25,2025-06-12
60575,University Health Partners,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,61.0,,Dropped,,2.2,2,1.6,2025-02-08,
60575,University Health Partners,M1,Trauma-Informed Care & Communication,Digital Workbook,42.4,,In Progress,,2.6,2,2.6,2025-06-04,
60575,University Health Partners,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,62.3,86.6,Completed,2,4.4,2,0.9,2025-04-09,2025-04-11
60575,University Health Partners,M1,Empathic Communication Quick Course,Gamified Microlearning,61.7,85.1,Completed,4,4.7,1,1.6,2025-05-14,2025-05-18
60575,University Health Partners,M1,Motivational Interviewing Workshop,Blended,70.8,85.4,Completed,8,3.8,2,3.1,2025-02-02,2025-02-10
60576,Community Health Institute,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,74.1,84.5,Completed,14,3.0,1,7.6,2025-11-13,2025-11-27
60576,Community Health Institute,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,61.2,76.1,Completed,10,3.5,2,5.3,2025-05-02,2025-05-12
60576,Community Health Institute,M4,Trauma-Informed Care & Communication,Digital Workbook,77.5,84.9,Completed,15,3.5,2,5.6,2025-11-08,2025-11-23
60576,Community Health Institute,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,80.4,97.5,Completed,3,4.7,1,0.9,2025-02-03,2025-02-06
60576,Community Health Institute,M4,Empathic Communication Quick Course,Gamified Microlearning,57.3,76.6,Completed,3,3.7,1,1.7,2025-07-27,2025-07-30
60576,Community Health Institute,M4,Motivational Interviewing Workshop,Blended,69.6,90.5,Completed,9,2.9,2,3.0,2025-01-07,2025-01-16
60577,Lakeside Medical Center,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,24.1,,Dropped,,1.7,2,1.4,2025-08-25,
60577,Lakeside Medical Center,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,27.3,31.1,Completed,22,3.6,4,5.4,2025-08-23,2025-09-14
60577,Lakeside Medical Center,M4,Trauma-Informed Care & Communication,Digital Workbook,35.1,,Dropped,,1.6,1,1.5,2025-10-18,
60577,Lakeside Medical Center,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,22.3,32.8,Completed,2,4.4,3,1.1,2025-10-30,2025-11-01
60577,Lakeside Medical Center,M4,Empathic Communication Quick Course,Gamified Microlearning,33.2,,Not Started,,,0,0.0,2025-09-07,
60577,Lakeside Medical Center,M4,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,44.5,50.0,Completed,14,3.6,3,5.2,2025-07-24,2025-08-07
60578,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,56.8,62.4,Completed,22,4.3,2,6.8,2025-02-07,2025-03-01
60578,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,57.3,75.8,Completed,20,3.2,1,4.9,2025-07-09,2025-07-29
60578,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,65.9,79.5,Completed,12,3.4,1,4.1,2025-07-22,2025-08-03
60578,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,69.1,,In Progress,,3.7,2,0.4,2025-01-15,
60578,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,51.9,70.6,Completed,5,4.7,1,1.4,2025-05-01,2025-05-06
60578,Lakeside Medical Center,M3,Peer Mentorship & Clinical Team Communication,Blended,88.6,99.6,Completed,18,4.7,2,5.7,2025-03-13,2025-03-31
60578,Lakeside Medical Center,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,48.6,64.2,Completed,8,4.1,2,3.5,2025-10-29,2025-11-06
60579,Lakeside Medical Center,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,62.5,,Dropped,,1.5,2,1.2,2025-02-02,
60579,Lakeside Medical Center,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,67.3,,Not Started,,,0,0.0,2025-03-23,
60579,Lakeside Medical Center,M4,Trauma-Informed Care & Communication,Digital Workbook,66.7,77.9,Completed,14,3.3,1,4.2,2025-07-26,2025-08-09
60579,Lakeside Medical Center,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,67.3,85.9,Completed,2,5.0,2,1.0,2025-02-18,2025-02-20
60579,Lakeside Medical Center,M4,Empathic Communication Quick Course,Gamified Microlearning,86.5,100.0,Completed,6,4.6,1,1.8,2025-07-08,2025-07-14
60579,Lakeside Medical Center,M4,Peer Mentorship & Clinical Team Communication,Blended,67.9,,In Progress,,2.9,2,1.8,2025-08-23,
60580,Meridian Main Campus,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,52.0,54.6,Completed,18,3.6,2,5.5,2025-05-22,2025-06-09
60580,Meridian Main Campus,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,45.4,47.9,Completed,20,2.9,2,6.4,2025-08-29,2025-09-18
60580,Meridian Main Campus,M3,Trauma-Informed Care & Communication,Digital Workbook,62.3,66.8,Completed,11,3.2,2,4.3,2025-06-16,2025-06-27
60580,Meridian Main Campus,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,49.8,73.8,Completed,3,4.3,1,1.1,2025-10-17,2025-10-20
60580,Meridian Main Campus,M3,Empathic Communication Quick Course,Gamified Microlearning,66.0,89.4,Completed,7,5.0,2,1.3,2025-06-27,2025-07-04
60580,Meridian Main Campus,M3,Motivational Interviewing Workshop,Blended,49.1,68.4,Completed,4,4.3,1,3.1,2025-02-02,2025-02-06
60580,Meridian Main Campus,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,65.1,79.9,Completed,7,3.8,2,3.9,2025-06-06,2025-06-13
60581,Lakeside Medical Center,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,51.4,54.4,Completed,13,4.0,2,7.2,2025-09-19,2025-10-02
60581,Lakeside Medical Center,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,42.2,50.0,Completed,15,2.9,2,5.2,2025-06-22,2025-07-07
60581,Lakeside Medical Center,M4,Trauma-Informed Care & Communication,Digital Workbook,49.2,44.0,Completed,27,3.2,1,4.1,2025-05-05,2025-06-01
60581,Lakeside Medical Center,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,53.4,71.5,Completed,2,3.4,1,1.2,2025-01-23,2025-01-25
60581,Lakeside Medical Center,M4,Empathic Communication Quick Course,Gamified Microlearning,63.3,83.6,Completed,3,4.7,2,1.9,2025-06-07,2025-06-10
60581,Lakeside Medical Center,M4,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,47.6,70.2,Completed,9,3.8,2,4.7,2025-10-07,2025-10-16
60581,Lakeside Medical Center,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,62.9,83.5,Completed,9,3.4,2,3.9,2025-01-18,2025-01-27
60582,University Health Partners,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,49.8,56.9,Completed,13,3.7,1,7.0,2025-02-22,2025-03-07
60582,University Health Partners,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,36.4,,Dropped,,1.4,2,1.9,2025-02-25,
60582,University Health Partners,M3,Trauma-Informed Care & Communication,Digital Workbook,52.6,57.3,Completed,10,3.5,2,4.2,2025-09-26,2025-10-06
60582,University Health Partners,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,58.8,78.3,Completed,1,4.0,1,1.3,2025-08-19,2025-08-20
60582,University Health Partners,M3,Empathic Communication Quick Course,Gamified Microlearning,55.9,66.9,Completed,4,4.1,2,1.4,2025-01-10,2025-01-14
60582,University Health Partners,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,55.2,,In Progress,,2.9,2,1.9,2025-06-10,
60582,University Health Partners,M3,Motivational Interviewing Workshop,Blended,76.6,89.1,Completed,10,4.6,2,3.0,2025-05-10,2025-05-20
60583,Lakeside Medical Center,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,42.2,48.9,Completed,23,3.4,3,5.6,2025-05-19,2025-06-11
60583,Lakeside Medical Center,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,33.3,,Not Started,,,0,0.0,2025-10-01,
60583,Lakeside Medical Center,M1,Trauma-Informed Care & Communication,Digital Workbook,43.0,49.9,Completed,15,3.2,2,4.3,2025-09-10,2025-09-25
60583,Lakeside Medical Center,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,39.7,55.0,Completed,1,4.0,2,1.2,2025-09-02,2025-09-03
60583,Lakeside Medical Center,M1,Empathic Communication Quick Course,Gamified Microlearning,41.1,52.6,Completed,5,4.3,1,1.6,2025-01-22,2025-01-27
60583,Lakeside Medical Center,M1,Peer Mentorship & Clinical Team Communication,Blended,33.8,41.4,Completed,19,4.2,2,5.5,2025-05-08,2025-05-27
60584,Meridian Main Campus,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,38.9,,Dropped,,1.0,2,0.8,2025-03-14,
60584,Meridian Main Campus,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,37.4,,In Progress,,2.9,2,3.6,2025-04-17,
60584,Meridian Main Campus,M3,Trauma-Informed Care & Communication,Digital Workbook,27.7,25.7,Completed,11,3.0,2,5.2,2025-09-01,2025-09-12
60584,Meridian Main Campus,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,57.9,73.8,Completed,4,4.4,1,1.0,2025-07-16,2025-07-20
60584,Meridian Main Campus,M3,Empathic Communication Quick Course,Gamified Microlearning,30.7,40.7,Completed,6,3.7,3,1.5,2025-09-14,2025-09-20
60584,Meridian Main Campus,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,55.2,64.4,Completed,9,4.1,2,3.2,2025-03-15,2025-03-24
60585,Community Health Institute,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,54.1,,Dropped,,1.5,2,1.5,2025-11-07,
60585,Community Health Institute,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,63.7,,In Progress,,2.7,1,3.8,2025-08-27,
60585,Community Health Institute,M1,Trauma-Informed Care & Communication,Digital Workbook,46.7,,Not Started,,,0,0.0,2025-06-05,
60585,Community Health Institute,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,74.2,95.2,Completed,4,3.6,1,1.1,2025-03-15,2025-03-19
60585,Community Health Institute,M1,Empathic Communication Quick Course,Gamified Microlearning,76.6,100.0,Completed,2,4.8,1,1.7,2025-09-14,2025-09-16
60585,Community Health Institute,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,79.0,100.0,Completed,16,4.2,2,5.0,2025-04-28,2025-05-14
60585,Community Health Institute,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,94.5,100.0,Completed,6,4.5,2,3.2,2025-08-12,2025-08-18
60585,Community Health Institute,M1,Peer Mentorship & Clinical Team Communication,Blended,67.1,82.1,Completed,16,3.9,2,5.7,2025-08-23,2025-09-08
60586,Riverside Teaching Hospital,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,50.4,47.6,Completed,25,3.1,1,6.4,2025-01-09,2025-02-03
60586,Riverside Teaching Hospital,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,47.3,,In Progress,,3.0,4,2.7,2025-05-02,
60586,Riverside Teaching Hospital,M4,Trauma-Informed Care & Communication,Digital Workbook,52.4,44.0,Completed,18,2.4,3,4.8,2025-11-09,2025-11-27
60586,Riverside Teaching Hospital,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,31.2,46.1,Completed,3,4.2,1,1.2,2025-05-24,2025-05-27
60586,Riverside Teaching Hospital,M4,Empathic Communication Quick Course,Gamified Microlearning,37.7,54.6,Completed,5,4.2,2,1.4,2025-09-23,2025-09-28
60586,Riverside Teaching Hospital,M4,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,45.3,55.8,Completed,12,4.4,3,4.8,2025-11-16,2025-11-28
60586,Riverside Teaching Hospital,M4,Peer Mentorship & Clinical Team Communication,Blended,39.2,52.5,Completed,19,3.7,2,5.4,2025-03-25,2025-04-13
60586,Riverside Teaching Hospital,M4,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,34.5,47.7,Completed,14,4.1,2,3.5,2025-06-23,2025-07-07
60587,University Health Partners,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,43.0,,Not Started,,,0,0.0,2025-08-26,
60587,University Health Partners,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,52.1,,In Progress,,3.1,2,3.1,2025-09-29,
60587,University Health Partners,M1,Trauma-Informed Care & Communication,Digital Workbook,36.6,48.8,Completed,15,3.0,2,3.9,2025-10-31,2025-11-15
60587,University Health Partners,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,45.6,57.4,Completed,1,5.0,1,1.0,2025-05-17,2025-05-18
60587,University Health Partners,M1,Empathic Communication Quick Course,Gamified Microlearning,31.8,38.8,Completed,5,4.7,1,1.5,2025-02-25,2025-03-02
60587,University Health Partners,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,46.8,58.4,Completed,12,4.2,2,3.4,2025-08-10,2025-08-22
60588,University Health Partners,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,67.1,84.6,Completed,13,3.1,2,5.4,2025-11-02,2025-11-15
60588,University Health Partners,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,60.4,,In Progress,,2.6,1,3.0,2025-09-20,
60588,University Health Partners,M4,Trauma-Informed Care & Communication,Digital Workbook,67.9,,In Progress,,2.9,2,2.5,2025-01-28,
60588,University Health Partners,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,65.1,87.7,Completed,4,4.2,2,1.1,2025-10-30,2025-11-03
60588,University Health Partners,M4,Empathic Communication Quick Course,Gamified Microlearning,69.9,86.9,Completed,2,4.8,1,1.9,2025-03-05,2025-03-07
60588,University Health Partners,M4,Peer Mentorship & Clinical Team Communication,Blended,70.6,95.6,Completed,27,4.8,2,6.9,2025-02-01,2025-02-28
60588,University Health Partners,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,76.7,93.1,Completed,7,3.5,1,3.9,2025-05-28,2025-06-04
60588,University Health Partners,M4,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,71.5,88.2,Completed,11,4.2,2,5.2,2025-06-14,2025-06-25
